age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
60,"Man","North West","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
42,"Woman","Wales","Missing","Did not vote","","","Not Asked or missing","£10,000 to £14,999 per year","","Other technical, professional or higher qualification","C1","Working part time (8-29 hours a week)","","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Don't know","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
52,"Woman","East of England","Missing","Leave","","","Not Asked or missing","£25,000 to £29,999 per year","","GCE A level or Higher Certificate","C2","Working part time (8-29 hours a week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Don't know","Neither positive nor negative","Don't know",4,"Neither a Leaver nor a Remainer"
44,"Woman","South East","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (8-29 hours a week)","","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Neither positive nor negative","Somewhat positive effect","Very badly",10,"a Leaver"
68,"Man","West Midlands","Missing","Did not vote","","","Not Asked or missing","£60,000 to £69,999 per year","","CSE grades 2-5","B","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very well",10,"a Leaver"
54,"Man","London","Missing","Remain","","","Not Asked or missing","£40,000 to £44,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
59,"Man","Yorkshire and the Humber","Missing","Remain","","","Not Asked or missing","£60,000 to £69,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Don't know",2,"a Remainer"
70,"Woman","North West","Missing","Remain","","","Not Asked or missing","£70,000 to £99,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",3,"a Remainer"
46,"Woman","London","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
54,"Man","North West","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
60,"Man","South West","Missing","Remain","","","Not Asked or missing","£70,000 to £99,999 per year","","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
76,"Man","Scotland","Missing","Leave","","","Not Asked or missing","£25,000 to £29,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","E","Retired","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Fairly well",10,"Neither a Leaver nor a Remainer"
67,"Man","Wales","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
73,"Woman","East of England","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","Other technical, professional or higher qualification","E","Retired","","Other","Right","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
72,"Man","East Midlands","Missing","Remain","","","Not Asked or missing","£25,000 to £29,999 per year","","GCE A level or Higher Certificate","D","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Don't know",0,"a Remainer"
52,"Man","West Midlands","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","Other technical, professional or higher qualification","E","Other","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Don't know",0,"a Remainer"
62,"Woman","North West","Missing","Leave","","","Not Asked or missing","£20,000 to £24,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Other","","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"Don’t know"
47,"Woman","South West","Missing","Remain","","","Not Asked or missing","£40,000 to £44,999 per year","","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Neither positive nor negative","Neither positive nor negative","Fairly well",4,"a Remainer"
60,"Man","Scotland","Missing","Remain","","","Not Asked or missing","£70,000 to £99,999 per year","","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",3,"a Remainer"
42,"Man","Scotland","Missing","Leave","","","Not Asked or missing","£35,000 to £39,999 per year","","Clerical and commercial","A","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"Neither a Leaver nor a Remainer"
56,"Woman","South East","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working part time (Less than 8 hours a week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly well",9,"a Leaver"
70,"Woman","South East","Missing","Leave","","","Not Asked or missing","£15,000 to £19,999 per year","","Other technical, professional or higher qualification","C2","Retired","","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
61,"Man","North West","Missing","Leave","","","Not Asked or missing","Don't know","","City & Guilds certificate - advanced","C1","Working part time (8-29 hours a week)","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",4,"a Leaver"
45,"Man","London","Missing","Did not vote","","","Not Asked or missing","£150,000 and over","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
62,"Man","South East","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","University diploma","B","Working full time (30 or more hours per week)","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Somewhat positive effect","Very well",9,"a Leaver"
56,"Man","West Midlands","Missing","Leave","","","Not Asked or missing","£10,000 to £14,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
52,"Man","London","Missing","Remain","","","Not Asked or missing","£70,000 to £99,999 per year","","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Fairly badly",7,"a Remainer"
48,"Man","Yorkshire and the Humber","Missing","Remain","","","Not Asked or missing","£100,000 to £149,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",1,"a Remainer"
46,"Woman","London","Missing","Remain","","","Not Asked or missing","£50,000 to £59,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","","Other","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
72,"Woman","East of England","Missing","Leave","","","Not Asked or missing","£10,000 to £14,999 per year","","GCE A level or Higher Certificate","E","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
55,"Woman","London","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","GCE A level or Higher Certificate","D","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
43,"Man","North West","Missing","Leave","","","Not Asked or missing","£20,000 to £24,999 per year","","City & Guilds certificate - advanced","D","Working full time (30 or more hours per week)","","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
37,"Woman","North East","Missing","Remain","","","Not Asked or missing","£30,000 to £34,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Very negative effect","Fairly badly",7,"a Remainer"
41,"Man","East of England","Missing","Remain","","","Not Asked or missing","£40,000 to £44,999 per year","","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",4,"a Remainer"
73,"Woman","East Midlands","Missing","Remain","","","Not Asked or missing","£35,000 to £39,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
69,"Man","London","Missing","Remain","","","Not Asked or missing","£50,000 to £59,999 per year","","No formal qualifications","C1","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
66,"Woman","Yorkshire and the Humber","Missing","Leave","","","Not Asked or missing","£20,000 to £24,999 per year","","CSE grades 2-5","C1","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",9,"a Leaver"
85,"Woman","South East","Missing","Leave","","","Not Asked or missing","£10,000 to £14,999 per year","","CSE grades 2-5","C1","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
67,"Man","Scotland","Missing","Leave","","","Not Asked or missing","£60,000 to £69,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
44,"Woman","South West","Missing","Remain","","","Not Asked or missing","£100,000 to £149,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","A","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly well",3,"a Remainer"
69,"Woman","North West","Missing","Leave","","","Not Asked or missing","£25,000 to £29,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Neither positive nor negative","Fairly well",10,"a Leaver"
71,"Man","London","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","No formal qualifications","C1","Working full time (30 or more hours per week)","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Don't know",0,"a Remainer"
75,"Woman","Scotland","Missing","Leave","","","Not Asked or missing","£35,000 to £39,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",4,"Neither a Leaver nor a Remainer"
38,"Man","West Midlands","Missing","Remain","","","Not Asked or missing","£50,000 to £59,999 per year","","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
68,"Man","South East","Missing","Leave","","","Not Asked or missing","£100,000 to £149,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Don't know","Don't know",6,"a Leaver"
56,"Woman","East Midlands","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","Other technical, professional or higher qualification","D","Working full time (30 or more hours per week)","","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Neither positive nor negative","Don't know","Don't know",4,"Neither a Leaver nor a Remainer"
53,"Man","North East","Missing","Leave","","","Not Asked or missing","£50,000 to £59,999 per year","","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Don't know",5,"a Leaver"
69,"Woman","London","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","Clerical and commercial","C2","Working part time (8-29 hours a week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
58,"Woman","Wales","Missing","Remain","","","Not Asked or missing","£35,000 to £39,999 per year","","Nursing qualification (e.g. SEN, SRN, SCM, RGN)","C1","Working part time (8-29 hours a week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"a Remainer"
47,"Woman","Scotland","Missing","Did not vote","","","Not Asked or missing","£50,000 to £59,999 per year","","Scottish Higher Certificate","C2","Working part time (8-29 hours a week)","","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
43,"Woman","West Midlands","Missing","Remain","","","Not Asked or missing","£25,000 to £29,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
47,"Man","North West","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","C1","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Don't know",4,"a Remainer"
53,"Man","East Midlands","Missing","Leave","","","Not Asked or missing","£15,000 to £19,999 per year","","CSE grades 2-5","C1","Full time student","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Very positive effect","Fairly well",6,"a Leaver"
51,"Man","East Midlands","Missing","Leave","","","Not Asked or missing","£100,000 to £149,999 per year","","City & Guilds certificate","C1","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
54,"Man","Scotland","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","City & Guilds certificate - advanced","E","Not working","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",10,"Neither a Leaver nor a Remainer"
73,"Man","South East","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","No formal qualifications","B","Retired","","Other","Right","Very positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
73,"Man","East of England","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",7,"a Remainer"
32,"Woman","South East","Missing","Leave","","","Not Asked or missing","£30,000 to £34,999 per year","","City & Guilds certificate","C2","Not working","","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",8,"a Leaver"
72,"Woman","Scotland","Missing","Remain","","","Not Asked or missing","£15,000 to £19,999 per year","","Teaching qualification (not degree)","B","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
70,"Man","South East","Missing","Leave","","","Not Asked or missing","£25,000 to £29,999 per year","","No formal qualifications","C1","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",7,"a Leaver"
76,"Woman","Wales","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","CSE grade 1, GCE O level, GCSE, School Certificate","B","Retired","","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Very positive effect","Very positive effect","Very well",9,"a Leaver"
72,"Man","North East","Missing","Remain","","","Not Asked or missing","£35,000 to £39,999 per year","","University or CNAA higher degree (e.g. M.Sc, Ph.D)","B","Retired","","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Remainer"
61,"Man","South East","Missing","Cannot remember","","","Not Asked or missing","£5,000 to £9,999 per year","","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
70,"Man","East of England","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","Prefer not to say","C2","Retired","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Very well",5,"a Leaver"
71,"Woman","West Midlands","Missing","Remain","","","Not Asked or missing","£30,000 to £34,999 per year","","No formal qualifications","C1","Working part time (8-29 hours a week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
68,"Man","South West","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","ONC","C2","Retired","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Very positive effect","Somewhat positive effect","Fairly well",9,"a Leaver"
70,"Woman","West Midlands","Missing","Leave","","","Not Asked or missing","Prefer not to answer","","Clerical and commercial","E","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
74,"Woman","North West","Missing","Remain","","","Not Asked or missing","Prefer not to answer","","Other technical, professional or higher qualification","C1","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
82,"Man","South East","Missing","Leave","","","Not Asked or missing","£40,000 to £44,999 per year","","ONC","C1","Retired","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very well",4,"a Leaver"
47,"Man","West Midlands","Missing","Leave","","","Not Asked or missing","£40,000 to £44,999 per year","","City & Guilds certificate - advanced","C2","Working full time (30 or more hours per week)","","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
51,"Man","South East","Missing","Remain","","","Not Asked or missing","£50,000 to £59,999 per year","","City & Guilds certificate","C2","Working full time (30 or more hours per week)","","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
